source_id,title,year,source_type,doi,pmid,pmcid,url,full_text_state,correction_state,population,event,age_range,sex,maturity,training_status,rq_tags,funding,conflicts,overlap_group,notes
FRV2-F-001,Monitoring health and wellbeing in adolescent track and field (athletics) athletes: A co-creation study,2026,MIXED_METHOD_CO_CREATION,10.1371/journal.pone.0341972,41758806,PMC12948129,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0341972,FULL_TEXT_VERIFIED,NOT_VERIFIED,53 England Athletics Youth Talent Programme athletes; 29 endurance,TRACK_AND_FIELD;ENDURANCE,16-18_YEARS,31_FEMALE;22_OTHER_OR_NOT_FEMALE,NOT_REPORTED,YOUTH_TALENT_PROGRAMME,RQ-F,SEE_SOURCE,SEE_SOURCE,YOUTH_MONITORING_ACCEPTABILITY,Burden completion clarity and feedback are measurable; no automated-plan validation. owner_target=9_5_DAY_AUTOMATED_PRESCRIPTION; feasibility_only=true; efficacy_safety_causality=false
FRV2-F-002,Feasibility of Data Collection Via Consumer-Grade Wearable Devices in Adolescent Student Athletes,2025,PROSPECTIVE_OBSERVATIONAL_COHORT,10.2196/54630,40513029,PMC12180680,https://formative.jmir.org/2025/1/e54630/,FULL_TEXT_VERIFIED,NOT_VERIFIED,34 injured high-school athletes,MIXED_SPORT;THREE_TRACK,14-18_YEARS,61.8_PERCENT_FEMALE,NOT_REPORTED,HIGH_SCHOOL_ATHLETES,RQ-F,SEE_SOURCE,SEE_SOURCE,YOUTH_MONITORING_FEASIBILITY,Separate adherence missingness withdrawal and technical failure; no physiological or safety inference
FRV2-F-003,Wearable Activity Tracker Use Among Australian Adolescents: Usability and Acceptability Study,2018,QUALITATIVE_USABILITY_STUDY,10.2196/mhealth.9199,29643054,PMC5917084,https://mhealth.jmir.org/2018/4/e86/,FULL_TEXT_VERIFIED,NOT_VERIFIED,60 adolescents from three schools,GENERAL_PHYSICAL_ACTIVITY,13-14_YEARS,ALL,NOT_REPORTED,SCHOOL_SAMPLE,RQ-F,SEE_SOURCE,SEE_SOURCE,YOUTH_WEARABLE_ACCEPTABILITY,Technical friction and feedback specificity matter; non-athlete indirectness retained
FRV2-F-004,"The Acceptability, Feasibility, and Effectiveness of Wearable Activity Trackers for Increasing Physical Activity in Children and Adolescents: A Systematic Review",2021,SYSTEMATIC_REVIEW,10.3390/ijerph18126211,34201248,PMC8228417,https://www.mdpi.com/1660-4601/18/12/6211,FULL_TEXT_VERIFIED,NOT_VERIFIED,1843 participants across 33 studies,GENERAL_PHYSICAL_ACTIVITY,5-19_YEARS,ALL,NOT_STANDARDIZED,MIXED,RQ-F,SEE_SOURCE,SEE_SOURCE,YOUTH_WEARABLE_REVIEW,Measure burden comprehension usefulness and completion separately; acceptability is not efficacy
FRV2-F-005,Translatability of a Wearable Technology Intervention to Increase Adolescent Physical Activity: Mixed Methods Implementation Evaluation,2020,MIXED_METHOD_IMPLEMENTATION_EVALUATION,10.2196/13573,32763872,PMC7442941,https://www.jmir.org/2020/8/e13573,FULL_TEXT_VERIFIED,NOT_VERIFIED,144 intervention adolescents from nine schools,GENERAL_PHYSICAL_ACTIVITY,MEAN_13.7_YEARS,ALL,NOT_REPORTED,INACTIVE_SCHOOL_SAMPLE,RQ-F,SEE_SOURCE,SEE_SOURCE,YOUTH_IMPLEMENTATION,Ease did not equal sustained completion; log component dropout and notification burden
FRV2-F-006,Monitoring health and well-being in elite athletes: a qualitative study of competitive runners experiences,2018,QUALITATIVE_PROTOTYPE_STUDY,10.2196/10270,30104183,PMC6111145,https://mhealth.jmir.org/2018/8/e10270/,FULL_TEXT_VERIFIED,NOT_VERIFIED,20 adult competitive middle- and long-distance runners,MIDDLE_DISTANCE;LONG_DISTANCE,20-64_YEARS,ALL,NOT_APPLICABLE,COMPETITIVE,RQ-F,SEE_SOURCE,SEE_SOURCE,RUNNER_MONITORING_ACCEPTABILITY,Adult indirect evidence for clear definitions routine fit feedback and data control
FRV2-F-007,Acceptability and perceptions of end-users towards an online sports-health surveillance system,2017,MIXED_METHOD_PILOT,10.1136/bmjsem-2017-000275,29071115,PMC5640126,https://pubmed.ncbi.nlm.nih.gov/29071115/,FULL_TEXT_VERIFIED,NOT_VERIFIED,74 elite judo swimming and volleyball athletes,MIXED_SPORT,MEAN_21_YEARS,ALL,NOT_APPLICABLE,ELITE,RQ-F,SEE_SOURCE,SEE_SOURCE,ATHLETE_SURVEILLANCE_ACCEPTABILITY,Online system complements rather than replaces coach communication; no prevention claim
FRV2-F-008,How We Design Feasibility Studies,2009,METHODOLOGICAL_FRAMEWORK,10.1016/j.amepre.2009.02.002,19362699,PMC2859314,https://pmc.ncbi.nlm.nih.gov/articles/PMC2859314/,FULL_TEXT_VERIFIED,NOT_VERIFIED,No athlete population,METHODS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,RQ-F,SEE_SOURCE,SEE_SOURCE,FEASIBILITY_METHODS,Test acceptability implementation practicality and integration; exclude limited efficacy
FRV2-F-009,Defining Feasibility and Pilot Studies in Preparation for Randomised Controlled Trials,2016,DELPHI_CONSENSUS,10.1371/journal.pone.0150205,26978655,PMC4792418,https://pubmed.ncbi.nlm.nih.gov/26978655/,FULL_TEXT_VERIFIED,NOT_VERIFIED,Methods research,METHODS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,RQ-F,SEE_SOURCE,SEE_SOURCE,FEASIBILITY_METHODS,Pilot rehearses intended process; progression is not product efficacy safety or identity
FRV2-F-010,Explainability for artificial intelligence in healthcare: a multidisciplinary perspective,2020,CONCEPTUAL_ANALYSIS,10.1186/s12911-020-01332-6,33256715,PMC7706019,https://link.springer.com/article/10.1186/s12911-020-01332-6,FULL_TEXT_VERIFIED,NOT_VERIFIED,Healthcare stakeholders,DECISION_SUPPORT_EXPLANATION,NOT_APPLICABLE,ALL,NOT_APPLICABLE,NOT_APPLICABLE,RQ-F,SEE_SOURCE,SEE_SOURCE,EXPLAINABILITY_METHODS,Display reasons missingness uncertainty and human authority; exposure is not comprehension
FRV2-F-011,Reporting guideline for the early stage clinical evaluation of decision support systems driven by artificial intelligence: DECIDE-AI,2022,DELPHI_CONSENSUS_REPORTING_GUIDELINE,10.1136/bmj-2022-070904,35584845,PMC9116198,https://www.bmj.com/content/377/bmj-2022-070904,FULL_TEXT_VERIFIED,NOT_VERIFIED,Healthcare decision-support methods,AI_DECISION_SUPPORT,NOT_APPLICABLE,ALL,NOT_APPLICABLE,NOT_APPLICABLE,RQ-F,SEE_SOURCE,SEE_SOURCE,DECISION_SUPPORT_REPORTING,Version system and log workflow roles errors and deviations; coach remains authoritative
FRV2-F-012,A scoping review of silent trials for medical artificial intelligence,2026,SCOPING_REVIEW,10.1038/s44360-025-00048-z,UNRESOLVED,NOT_REPORTED,https://www.nature.com/articles/s44360-025-00048-z,FULL_TEXT_VERIFIED,NOT_VERIFIED,75 prospective noninterventional healthcare evaluations,SHADOW_OR_SILENT_EVALUATION,NOT_APPLICABLE,ALL,NOT_APPLICABLE,NOT_APPLICABLE,RQ-F,SEE_SOURCE,SEE_SOURCE,SHADOW_EVALUATION_METHODS,Borrow parallel logging but reject concealment; label participant-visible parallel comparison
FRV2-F-013,International Ethical Guidelines for Health-related Research Involving Humans,2016,OFFICIAL_ETHICS_GUIDELINE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,https://cioms.ch/wp-content/uploads/2017/01/WEB-CIOMS-EthicalGuidelines.pdf,FULL_TEXT_VERIFIED,NOT_APPLICABLE,Children and adolescents in research,ASSENT;PERMISSION;WITHDRAWAL,CHILD;ADOLESCENT,ALL,AGE_AND_MATURITY_TAILORING,NOT_APPLICABLE,RQ-F,NOT_APPLICABLE,NOT_APPLICABLE,YOUTH_RESEARCH_ETHICS,Local ethics and law control; ongoing assent and withdrawal; no recruitment authority
FRV2-F-014,Research involving children,2024,OFFICIAL_PUBLIC_GUIDANCE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,https://www.hra.nhs.uk/planning-and-improving-research/policies-standards-legislation/research-involving-children/,FULL_TEXT_VERIFIED,NOT_APPLICABLE,Children in research,CONSENT;ASSENT;WITHDRAWAL,CHILD,ALL,AGE_AND_UNDERSTANDING_TAILORING,NOT_APPLICABLE,RQ-F,NOT_APPLICABLE,NOT_APPLICABLE,YOUTH_RESEARCH_ETHICS,UK-specific; test comprehension and respect withdrawal; local review required
FRV2-F-015,Single-case experimental designs to assess intervention effectiveness in rehabilitation: A practical guide,2018,METHODS_GUIDE,10.1016/j.rehab.2017.12.002,29253607,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/29253607/,FULL_TEXT_VERIFIED,NOT_VERIFIED,Rehabilitation methods,SCED,NOT_APPLICABLE,ALL,NOT_APPLICABLE,NOT_APPLICABLE,RQ-F,SEE_SOURCE,SEE_SOURCE,SCED_METHODS,RQ-F is not SCED; carryover makes ABAB unsuitable for cumulative training effects
FRV2-F-016,The Single-Case Reporting Guideline In BEhavioural Interventions (SCRIBE) 2016 Statement,2016,DELPHI_CONSENSUS_REPORTING_GUIDELINE,10.1080/17489539.2016.1190525,27499802,PMC4960517,https://pmc.ncbi.nlm.nih.gov/articles/PMC4960517/,FULL_TEXT_VERIFIED,NOT_VERIFIED,Single-case methods,SCED_REPORTING,NOT_APPLICABLE,ALL,NOT_APPLICABLE,NOT_APPLICABLE,RQ-F,SEE_SOURCE,SEE_SOURCE,SCED_METHODS,Borrow completion stop process-event and fidelity fields; no causal claim
FRV2-G-002,"Overuse Injuries, Overtraining, and Burnout in Young Athletes",2024,CLINICAL_REPORT,10.1542/peds.2023-065129,38247370,NOT_REPORTED,https://publications.aap.org/pediatrics/article/153/2/e2023065129/196435/Overuse-Injuries-Overtraining-and-Burnout-in-Young,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Children and adolescent athletes,YOUTH_SPORT,CHILD;ADOLESCENT,ALL,GROWTH_RETAINED_AS_CONTEXT,VARIED_YOUTH_ATHLETES,RQ-G,NO_EXTERNAL_FUNDING_REPORTED,UPTODATE_AUTHOR_RELATIONSHIP_DISCLOSED_AND_MITIGATED,NOT_ASSESSED,Pain and overuse concern require clinician review; no product diagnosis or treatment
FRV2-G-006,2025 Update to the Female Athlete Triad Coalition Consensus Statement Part 1: State of the Science and Introduction of a New Adolescent Model,2026,CONSENSUS_STATE_OF_SCIENCE,10.1007/s40279-025-02333-z,41474493,PMC12982264,https://pmc.ncbi.nlm.nih.gov/articles/PMC12982264/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Adolescent and adult female athletes,ENERGY_DEFICIENCY;REPRODUCTIVE_FUNCTION;BONE_HEALTH,ADOLESCENT;ADULT,FEMALE,ADOLESCENT_MODEL_EXPLICIT,VARIED_FEMALE_ATHLETES,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NOT_EXTRACTED_IN_SEARCH_PACKET,FEMALE_TRIAD_2025_UPDATE,Sex-specific evidence retained; no sex-based product score or restriction
FRV2-G-007,"2025 Update to the Female Athlete Triad Coalition Consensus Statement Part 2: Clinical Guidelines for Screening, Diagnosis, Treatment, and Return to Play for Adolescents and Adults",2026,CLINICAL_CONSENSUS_GUIDELINE,10.1007/s40279-025-02332-0,41474492,PMC12982345,https://pmc.ncbi.nlm.nih.gov/articles/PMC12982345/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Adolescent and adult female athletes,TRIAD_SCREENING;CLINICAL_MANAGEMENT;RETURN_TO_PLAY,ADOLESCENT;ADULT,FEMALE,ADOLESCENT_GUIDANCE_EXPLICIT,VARIED_FEMALE_ATHLETES,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NOT_EXTRACTED_IN_SEARCH_PACKET,FEMALE_TRIAD_2025_UPDATE,Clinical thresholds and return-to-play categories are not product automation inputs
FRV2-G-008,"The Male Athlete Triad-A Consensus Statement From the Female and Male Athlete Triad Coalition Part II: Diagnosis, Treatment, and Return-To-Play",2021,CLINICAL_CONSENSUS_GUIDELINE,10.1097/JSM.0000000000000948,34091538,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/34091538/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Adolescent and young adult male athletes; especially endurance and weight-class sports,ENERGY_DEFICIENCY;BONE_HEALTH;RETURN_TO_PLAY,ADOLESCENT;YOUNG_ADULT,MALE,ADOLESCENT_BONE_ACCRUAL_RETAINED,ENDURANCE_AND_LEAN_PHYSIQUE_ATHLETES,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NOT_EXTRACTED_IN_SEARCH_PACKET,MALE_TRIAD_CONSENSUS,Male sex is not protective; multidisciplinary medical assessment required
FRV2-G-009,Recommended Amount of Sleep for Pediatric Populations: A Consensus Statement of the American Academy of Sleep Medicine,2016,CONSENSUS_STATEMENT,10.5664/jcsm.5866,27250809,PMC4877308,https://pmc.ncbi.nlm.nih.gov/articles/PMC4877308/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Healthy children and adolescents,SLEEP_DURATION,4_MONTHS_TO_18_YEARS,ALL,AGE_BANDS_RETAINED,GENERAL_PEDIATRIC_POPULATION,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NOT_EXTRACTED_IN_SEARCH_PACKET,PEDIATRIC_SLEEP_CONSENSUS,General sleep-duration guidance is not athlete readiness or injury clearance
FRV2-G-010,International Olympic Committee (IOC) consensus statement on acute respiratory illness in athletes part 1: acute respiratory infections,2022,CLINICAL_CONSENSUS_STATEMENT,10.1136/bjsports-2022-105759,35863871,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/35863871/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Athletes with acute respiratory infection,ACUTE_RESPIRATORY_ILLNESS;RETURN_TO_SPORT,BROAD_ATHLETE_AGE_RANGE,ALL,NOT_REPORTED,VARIED_ATHLETES,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,DECLARED;SEE_SOURCE,IOC_ACUTE_RESPIRATORY_CONSENSUS,Youth directness low; illness and return-to-sport assessment remain clinician functions
FRV2-G-011,The Adolescent Athlete and the Team Physician: A Consensus Statement. 2025 Update,2026,TEAM_PHYSICIAN_CONSENSUS,10.1249/MSS.0000000000003863,41529152,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/41529152/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Adolescent athletes ages 12-18,ADOLESCENT_SPORT;INJURY;ILLNESS;RETURN_TO_SPORT,12-18_YEARS,ALL,GROWTH_AND_DEVELOPMENT_RETAINED,SCHOOL_INTRAMURAL_AND_SPECIALIZED_SPORT,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NOT_EXTRACTED_IN_SEARCH_PACKET,ADOLESCENT_TEAM_PHYSICIAN_CONSENSUS,Under-12 athletes outside scope; product cannot substitute for team physician
FRV2-G-012,IOC consensus statement: interpersonal violence and safeguarding in sport,2024,SCOPING_REVIEW_AND_DELPHI_CONSENSUS,10.1136/bjsports-2024-108766,39586634,NOT_REPORTED,https://bjsm.bmj.com/content/58/22/1322,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Athletes across ages and levels; children and youth explicitly considered,SAFEGUARDING;INTERPERSONAL_VIOLENCE,ALL_AGES,ALL,CHILD_AND_YOUTH_STATUS_RETAINED,ALL_LEVELS,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,DECLARED;SEE_SOURCE,IOC_SAFEGUARDING_CONSENSUS,Concern content routes outside planner to named trained safeguarding human
FRV2-G-013,International Safeguards for Children in Sport,2014,ORGANIZATIONAL_STANDARD,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,https://www.safesportinternational.com/standards/international-safeguards-for-children-in-sport/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Children participating in sport from grassroots through elite,CHILD_SAFEGUARDING,CHILD,ALL,CHILD_STATUS_EXPLICIT,GRASSROOTS_TO_ELITE,RQ-G,NOT_APPLICABLE,NOT_EXTRACTED_IN_SEARCH_PACKET,INTERNATIONAL_CHILD_SAFEGUARDS,Organizational standard with jurisdiction-specific implementation and reporting duties
FRV2-G-014,"Associations between growth, maturation and injury in youth athletes engaged in elite pathways: a scoping review",2024,SCOPING_REVIEW,10.1136/bjsports-2024-108233,39209526,PMC11420720,https://pmc.ncbi.nlm.nih.gov/articles/PMC11420720/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Elite youth athletes across pathways,GROWTH;MATURATION;INJURY,YOUTH,ALL,PRIMARY_EXPOSURE,ELITE_PATHWAYS,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NONE_DECLARED,GROWTH_MATURATION_REVIEW,Heterogeneous methods; female athletes and sport diversity underrepresented
FRV2-G-015,Skeletal maturation and growth rates are related to bone and growth plate injuries in adolescent athletics,2020,PROSPECTIVE_COHORT,10.1111/sms.13635,32034797,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/32034797/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Male elite adolescent athletics academy athletes; 117 athlete-seasons,ATHLETICS;BONE_INJURY;GROWTH_PLATE_INJURY,ADOLESCENT,MALE,SKELETAL_MATURITY_AND_GROWTH_RATE_MEASURED,ELITE_ACADEMY,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NOT_EXTRACTED_IN_SEARCH_PACKET,ELITE_ADOLESCENT_GROWTH_COHORT,Small single-academy association study; IRRs are not individual risk scores
FRV2-G-016,Identifying sex-specific risk factors for stress fractures in adolescent runners,2013,PROSPECTIVE_COHORT,10.1249/MSS.0b013e3182963d75,23584402,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/23584402/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Competitive high-school runners; 442 girls and 306 boys at baseline,CROSS_COUNTRY;TRACK_AND_FIELD;STRESS_FRACTURE,HIGH_SCHOOL,FEMALE;MALE,MENARCHE_RETAINED_AS_REPORTED_FACTOR,COMPETITIVE_HIGH_SCHOOL_RUNNERS,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NOT_EXTRACTED_IN_SEARCH_PACKET,ADOLESCENT_RUNNER_STRESS_FRACTURE_COHORT,Low event counts; sex BMI and menarche findings must not become automated thresholds
FRV2-G-017,Risk Factors for Running-Related Injury in High School and Collegiate Cross-country Runners: A Systematic Review,2024,SYSTEMATIC_REVIEW,10.2519/jospt.2023.11550,37970801,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/37970801/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,High-school and collegiate cross-country runners,CROSS_COUNTRY;RUNNING_RELATED_INJURY,HIGH_SCHOOL;COLLEGIATE,ALL,NOT_STANDARDIZED_ACROSS_STUDIES,COMPETITIVE_RUNNERS,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NOT_EXTRACTED_IN_SEARCH_PACKET,RUNNER_INJURY_RISK_REVIEW,Training sleep and specialization evidence low certainty; no automated risk prediction
FRV2-G-018,"Risk Factors, Diagnosis and Management of Bone Stress Injuries in Adolescent Athletes: A Narrative Review",2021,NARRATIVE_REVIEW,10.3390/sports9040052,33923520,PMC8073721,https://pmc.ncbi.nlm.nih.gov/articles/PMC8073721/,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Adolescent athletes,BONE_STRESS_INJURY,ADOLESCENT,ALL,RAPID_GROWTH_RETAINED_AS_CONTEXT,VARIED_ADOLESCENT_ATHLETES,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NOT_EXTRACTED_IN_SEARCH_PACKET,ADOLESCENT_BSI_REVIEW,Heterogeneous incidence and recurrence ranges are not individual probabilities
FRV2-G-019,Primary Periphyseal Stress Injuries in Young Athletes: A Systematic Review,2022,SYSTEMATIC_REVIEW,10.1007/s40279-021-01511-z,34370212,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/34370212/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Children and adolescents in repetitive youth sports,PERIPHYSEAL_STRESS_INJURY,CHILD;ADOLESCENT,ALL,SKELETAL_IMMATURITY_EXPLICIT,VARIED_YOUTH_SPORTS,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NOT_EXTRACTED_IN_SEARCH_PACKET,PERIPHYSEAL_STRESS_REVIEW,Case-report dominant; symptoms require human assessment and imaging is not inferred
FRV2-G-020,Lack of Sleep and Sports Injuries in Adolescents: A Systematic Review and Meta-analysis,2019,SYSTEMATIC_REVIEW_AND_META_ANALYSIS,10.1097/BPO.0000000000001306,30888337,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/30888337/,ABSTRACT_ONLY,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Athletes age 19 or younger; seven studies,SLEEP;SPORTS_INJURY,UP_TO_19_YEARS,ALL,NOT_REPORTED,ADOLESCENT_ATHLETES,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,NOT_EXTRACTED_IN_SEARCH_PACKET,ADOLESCENT_SLEEP_INJURY_REVIEW,Chronic association observed; acute evidence conflicting and not a readiness rule
FRV2-G-021,Apophysitis and Osteochondrosis: Common Causes of Pain in Growing Bones,2019,CLINICAL_REVIEW,NOT_REPORTED,31083875,NOT_REPORTED,https://www.aafp.org/afp/2019/0515/p610,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Growing children and adolescents with apophyseal or osteochondral pain,GROWING_BONE_PAIN;RUNNING,CHILD;ADOLESCENT,ALL,GROWING_SKELETON_EXPLICIT,YOUTH_SPORTS,RQ-G,NOT_REPORTED,NO_RELEVANT_FINANCIAL_AFFILIATIONS_DISCLOSED,GROWING_BONE_PAIN_REVIEW,Diagnosis and treatment remain clinical; product collects only explicit pain or limitation
FRV2-G-022,Misunderstanding the female athlete triad: refuting the IOC consensus statement on Relative Energy Deficiency in Sport (RED-S),2014,EDITORIAL_COMMENTARY,10.1136/bjsports-2014-093958,25037200,NOT_REPORTED,https://bjsm.bmj.com/content/48/20/1461,FULL_TEXT_VERIFIED,NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND,Conceptual discussion focused on female athletes,FEMALE_ATHLETE_TRIAD;RED-S_CONCEPT,ADOLESCENT;ADULT,FEMALE,NOT_APPLICABLE,FEMALE_ATHLETES,RQ-G,NOT_EXTRACTED_IN_SEARCH_PACKET,AUTHORSHIP_OVERLAPS_TRIAD_CONSENSUS_GROUP,REDS_TRIAD_CONCEPTUAL_DEBATE,Opposing conceptual evidence; supports referral rather than automated model allegiance
SRC-DOI-10.1136-BMJ.H1793,CENT 2015: Explanation and elaboration,2015,METHOD_GUIDANCE,10.1136/bmj.h1793,NOT_ASSIGNED,NOT_ASSIGNED,https://doi.org/10.1136/bmj.h1793,FULL_TEXT_VERIFIED,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,N-of-1 clinical methods; no athlete population,N-of-1 clinical methods; no athlete population,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,E;F,"guideline disclosures; companion, not independent evidence","guideline disclosures; companion, not independent evidence",NONE_IDENTIFIED,`GUIDANCE_OK`: supports preregistered periods/order/change/attrition reporting; carryover and irreversibility remain design constraints.
SRC-PMID-10907753,Measures of reliability in sports medicine and science,2000,METHODS_PAPER,10.2165/00007256-200030010-00001,10907753,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/10907753/,RETRACTED_OR_CORRECTED,CORRECTION_LINKED_AND_RECORDED | NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17,general measurement; no intervention population,general measurement; no intervention population,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,MIXED_OR_NOT_REPORTED,D;E | RQ-E,NR/NR; `OV-MEASUREMENT` | NOT_EXTRACTED_IN_RQ_E_SEARCH,NR/NR; `OV-MEASUREMENT` | NOT_EXTRACTED_IN_RQ_E_SEARCH,OV-MEASUREMENT | MEASUREMENT_RELIABILITY_METHODS,`CORRECT`: supports typical error/within-subject reliability and cautions against treating correlation as agreement. | Typical-error framework; study-level reliability sample guidance is not a universal within-athlete baseline count.
SRC-PMID-12741870,Effectiveness of cycle cross-training between competitive seasons in female distance runners,2003,PRIMARY_OR_OFFICIAL_SOURCE,10.1519/1533-4287(2003)017<0319:EOCCBC>2.0.CO;2,12741870,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/12741870/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,5-week 50% cycling substitution; 11 collegiate women; competitive runners,5-week 50% cycling substitution; 11 collegiate women; competitive runners,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,C,NR/NR; cross-training cluster,NR/NR; cross-training cluster,NONE_IDENTIFIED,`CORRECT`: estimated VO2max maintained but 3000 m slowed more in cross-training group; small off-season sample.
SRC-PMID-17149987,Short-term plyometric training improves running economy...,2006,RANDOMIZED_OR_COMPARATIVE_PRIMARY,10.1519/R-18235.1,17149987,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/17149987/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,9-week plyometric; highly trained distance runners; sex NR; adult/maturity NR,9-week plyometric; highly trained distance runners; sex NR; adult/maturity NR,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,C,non-US support/NR; `OV-RUNNER-STRENGTH`,non-US support/NR; `OV-RUNNER-STRENGTH`,OV-RUNNER-STRENGTH,`CORRECT`: economy improved only at 18 km/h; no VO2max change; not microcycle evidence.
SRC-PMID-20386477,Time course of changes in performance and inflammatory responses after acute plyometric exercise,2010,RANDOMIZED_OR_COMPARATIVE_PRIMARY,10.1519/JSC.0b013e3181d1d318,20386477,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/20386477/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED,intense plyometric bout; adults NR; sex NR; training NR,intense plyometric bout; adults NR; sex NR; training NR,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,B;C | RQ-B,NR/NR; recovery-primary cluster | NOT_VERIFIED,NR/NR; recovery-primary cluster | NOT_VERIFIED,NONE_IDENTIFIED | NOT_VERIFIED,"`CORRECT`: jump performance fell up to 72 h while strength did not; outcome-specific, unfamiliar-protocol transfer only. | Indirect; intense plyometric bout; post 24 h 48 h 72 h 96 h 120 h; participant details limited in abstract."
SRC-PMID-23134196,Effects of 12 weeks of block periodization...well-trained cyclists,2014,PRIMARY_OR_OFFICIAL_SOURCE,10.1111/sms.12016,23134196,NOT_ASSIGNED,https://pubmed.ncbi.nlm.nih.gov/23134196/,ABSTRACT_ONLY,NO_LINKED_CORRECTION_OR_RETRACTION_FOUND,cycling; adults; sex NR; well-trained,cycling; adults; sex NR; well-trained,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,NR/NR; included in periodization reviews,NR/NR; included in periodization reviews,NONE_IDENTIFIED,`CORRECT`: small n=15 study favored BP on some indices; not 9.5-day running evidence.
